,input,prediction,ground_truth
55,The baby is so sleepy tognight that his father read bedtime stories for longer than usual. ,"True, because Bedtime stories are read to a baby before sleep.","False, because"
56,"Still two years away from being legal but hoping to get into the bar, she was pleased that the bouncer thought she was five years older rather than five years younger than she was.","False, because Bouncer doesn't think that she is five years younger than","True, because"
57,"Still two years away from being legal but hoping to get into the bar, she was pleased that the bouncer thought she was five years younger rather than five years older than she was.","False, because Bouncer doesn't think that she is five years younger than","False, because"
58,"If there is a hurricane in your area, it is safe to walk around outside.","False, because Hurricanes are not in areas where it is safe to walk around outside","False, because"
59,"If there is a hurricane in your area, it is not safe to walk around outside.","True, because Hurricane is a strong wind-driven storm with winds exceeding 70mph.","True, because"
60,"Amanda was pregnant in 18th century France, therefore it is acceptable that she drank two or more glasses of wine at social events during her pregnancy.","True, because Amanda was pregnant in 18th century France, therefore, it is acceptable that she","True, because"
61,"Amanda was pregnant in 18th century France, therefore it is unacceptable that she drank two or more glasses of wine at social events during her pregnancy.","True, because Pregnancy is not acceptable in 18th century France.","False, because"
62,Seeing the elderly couple reach the door the person slowed down rather than sped up as they neared the door.,"True, because Slowing down means to become more deliberate and deliberate in one's actions.","True, because"
63,Seeing the elderly couple reach the door the person sped up rather than slowed down as they neared the door.,"True, because When an elderly couple is near the door, they slowed down.","False, because"
64,The iron bar was likely to be harder than the diamond bar.,"False, because The iron bar was likely to be harder than the diamond bar.","False, because"
65,The diamond bar was likely to be harder than the iron bar.,"False, because The diamond bar is not likely to be harder than the iron bar.","True, because"
66,"If we don't close the door, the cats can get inside and jump on our bed all night to wake us up. ","True, because Cats like to jump on beds to wake us up.","True, because"
67,"If we don't close the door, the cats can't get inside and jump on our bed all night to wake us up. ","False, because Closed doors do not prevent cats from getting inside.","False, because"
68,It is better to wait 1 hour than 50 minutes in the fast-food line.,"True, because People generally prefer to eat at a restaurant than to wait in a","True, because"
69,It is better to wait 50 minutes than 1 hour in the fast-food line.,"False, because You dont wait 50 minutes in the fast food line.","False, because"
70,Jake is a vegetarian and Jan is an omnivore. Jan is more likely to eat buffalo than Jake.,"False, because Jan is not a vegetarian.","True, because"
71,Jake is a vegetarian and Jan is an omnivore. Jan is less likely to eat buffalo than Jake.,"False, because Jan is not less likely to eat buffalo than Jake.","False, because"
72,"Having to leave for work within the hour, Stacey decided she would have time for a cat nap rather than a traditional siesta.","True, because Cat naps are also known as cat naps","True, because"
73,"Having to leave for work within the hour, Stacey decided she would have time for a traditional siesta rather than a cat nap.","True, because Siesta is a type of cat nap.","False, because"
74,"Caroline is about to go down into the basement with her basket completely full of lemons as she realizes she also needs to bring the salt shaker. Since her hands are full, Caroline should carry the salt shaker with her foot rather than in her mouth.","True, because Salt shaker is used to salt food.","False, because"
75,"Caroline is about to go down into the basement with her basket completely full of lemons as she realizes she also needs to bring the salt shaker. Since her hands are full, Caroline should carry the salt shaker in her mouth rather than with her foot.","False, because Person cannot carry salt shaker in mouth as his hands are full.","True, because"
76,"Greg is a sportsman but Anny is a florist, Greg probably can chase a robber better","False, because Greg is a sportsman but Anny is a florist.","True, because"
77,"Greg is a sportsman but Anny is a florist, Anny probably can chase a robber better","False, because Anny is not a florist.","False, because"
78,"Since the rent is due till the first week of every month, paying it on January 10th will likely lead to a fine","False, because Paying rent on January 10th won't lead to a","True, because"
79,"Since the rent is due till the first week of every month, paying it on January 4th will likely lead to a fine ","False, because Paying rent on January 4th won't likely lead to","False, because"
80,"The football player with an ear infection will be okay to play football next month as he will be healed, but not tomorrow.","True, because Ear infections can be healed in a month.","True, because"
81,"The football player with an ear infection will be okay to play football tomorrow as he will be healed, but not next month.","False, because Not next month is not true as the football player with ear infection","False, because"
82,Sam is a software programmer while Howard works in marketing. Sam is much more likely to wear casual clothing like shirts with cartoons on them while on the job.,"True, because Software programmer is a person who writes programs to perform specific tasks.","True, because"
83,Sam is a software programmer while Howard works in marketing. Howard is much more likely to wear casual clothing like shirts with cartoons on them while on the job.,"True, because Software programmer is a person who writes programs to perform specific tasks.","False, because"
84,"Walking on an empty street, the frequency at which he will bump into people is lower than on a busy street.","True, because Busy street has many people","True, because"
85,"Walking on an empty street, the frequency at which he will bump into people is higher than on a busy street.","True, because Busy street has many cars and pedestrians","False, because"
86,"If you have lost your can opener, it is best to open a can of soup with a hacksaw instead of a chainsaw.","False, because Chainsaw is a machine for cutting wood with a sharp blade","True, because"
87,"If you have lost your can opener, it is best to open a can of soup with a chainsaw instead of a hacksaw.","False, because Chainsaw is a tool used to cut wood. Chainsaw is","False, because"
88,The family's drier is broken so it's better to wait for a cold sunny day rather than a warm rainy day to wash their clothes.,"True, because Dryer is a machine for drying clothes.","True, because"
89,The family's drier is broken so it's better to wait for a warm rainy day rather than a cold sunny day to wash their clothes.,"True, because Dryer is a machine for drying clothes.","False, because"
90,"If you pull the trigger of an unloaded gun, you'll hear a click and it won't fire.","True, because Unloaded gun doesn't fire when you pull the trigger.","True, because"
91,"If you pull the trigger of a loaded gun, you'll hear a click and it won't fire.","False, because A loaded gun won't fire.","False, because"
92,Sam's favorite subject is history while Kim's is chemistry. Kim probably knows more about Marie Curie than Sam.,"False, because Chemistry is a subject","True, because"
93,Sam's favorite subject is history while Kim's is chemistry. Kim probably knows more about Grigori Rasputin than Sam.,"False, because Grigori Rasputin is not a subject","False, because"
94,Jonah is an intern at an office where Hilda is a supervisor. Jonah will be expected to get coffee for Hilda.,"True, because Hilda is a supervisor.","True, because"
95,Jonah is an intern at an office where Hilda is a supervisor. Hilda will be expected to get coffee for Jonah.,"False, because Hilda is not a supervisor.","False, because"
96,"Since the store samples are free, the store owner would not mind if you take entire samples for testing.","True, because Store samples are free and can be taken for testing","False, because"
97,"Since the store samples are free, the store owner would worry if you take entire samples for testing.","False, because Store samples are not free.","True, because"
98,"If you lost your mitten in a snowbank, a proper alternative would be a plastic grocery bag rather than an oven mitt.","False, because Oven mitt is not a proper alternative.","False, because"
99,"If you lost your mitten in a snowbank, a proper alternative would be an oven mitt rather than a plastic grocery bag.","False, because Oven mitt is not a proper alternative to lost mitten","True, because"
100,"Tom is 32 years old and Ben is 64, so Ben is more likely to have more money in his retirement plan.","False, because Ben is not 64 years old.","True, because"
101,"Tom is 32 years old and Ben is 64, so Tom is more likely to have more money in his retirement plan.","False, because Tom is 32 years old and Ben is 64 years old. Tom is","False, because"
102,The train took about 3 hours to get to the destination while the flight will take only one.,"True, because Flight is faster than train","True, because"
103,The train took about 3 hours to get to the destination while the flight will take 4 hours.,"False, because Flight will take 4 hours to get to the destination.","False, because"
104,"Mary prefers warm weather but Shelly loves the snow, so Mary is more likely to be found at the beach. ","False, because Shelly loves the snow.","True, because"
105,"Mary prefers warm weather but Shelly loves the snow, so Shelly is more likely to be found at the beach. ","False, because Shelly loves the snow, so Mary is more likely to be found","False, because"
106,Don went to a concert with 700 attendees. He had a difficult time getting out of the venue.,"False, because People don't have difficulty getting out of a venue.","True, because"
107,Don went to a concert with 7 attendees. He had a difficult time getting out of the venue.,"False, because People don't have difficulty getting out of a concert.","False, because"
108,Jim spent 15 minutes picking up his Uber passenger so he got a negative review.,"False, because Jim didn't spend 15 minutes picking up his Uber passenger so","True, because"
109,Jim spent 5 minutes picking up his Uber passenger so he got a negative review.,"False, because Jim didn't spend 5 minutes picking up his Uber passenger so","False, because"
110,"Because he can run a mile in 10 minutes, walking half a mile shouldn't be hard.","True, because Walking half a mile is not hard.","True, because"
111,"Because he can run a mile in 10 minutes, walking half a mile should be hard.","True, because Walking half a mile should be hard for someone who can run a mile","False, because"
112,"Tom studies computer science in college and Jerry studies anthropology in college, so Jerry is more likely to go to a village to do field work.","True, because Anthropology is the science or practice of studying human culture and society from the ancient","True, because"
113,"Tom studies computer science in college and Jerry studies anthropology in college, so Tom is more likely to go to a village to do field work","False, because Tom is not more likely to go to a village than Jerry.","False, because"
114,Jim was known to be a womanizer since he had sex with 2 women.,"True, because Womanizer means someone who has sex with more than one woman.","False, because"
115,Jim was known to be a womanizer since he had sex with 12 women.,"True, because Womanizer means someone who has sex with many women","True, because"
116,Andy stole $100 to buy medicine for his daughter while Tim car Jacked an old lady because he needed a car for a road trip. People will be more forgiving towards Andy.,"False, because People do not forgive Andy for stealing from Tim","True, because"
117,Andy stole $100 to buy medicine for his daughter while Tim car Jacked an old lady because he needed a car for a road trip. People will be more forgiving towards Tim,"False, because People do not forgive someone for car jacking","False, because"
118,"If it's winter time, Tim should turn the temperature up instead of down","True, because Winter time is the coldest time of the year.","True, because"
119,"If it's summer time, Tim should turn the temperature up instead of down","True, because The temperature should be turned up in summer time.","False, because"
120,"A couple had two daughters who are over 5 years old, So they got admission in Men higher secondary school","False, because Men higher secondary school is not a couple.","False, because"
121,"A couple had two daughters who are over 5 years old, So they got admission in Women higher secondary school","False, because Women higher secondary school is not a couple.","True, because"
122,A one pound painting requires more nails to hang than a twenty pound painting.,"False, because Twenty pound painting requires more nails to hang than a one","False, because"
123,A twenty pound painting requires more nails to hang than a one pound painting.,"True, because Twenty pound painting requires more nails to hang than a one pound painting","True, because"
124,Submitting a fingerprint to unlock your phone is easier when you wear vinyl gloves instead of cloth gloves.,"True, because Fingerprints can be left on vinyl gloves.","True, because"
125,Submitting a fingerprint to unlock your phone is harder when you wear vinyl gloves instead of cloth gloves.,"True, because Fingerprints can be read by cloth gloves.","False, because"
126,A person who works from home is more likely to wear pajamas while working than a person who works in an office.,"True, because People who work from home are more likely to wear pajamas than people who","True, because"
127,A person who works in an office is more likely to wear pajamas while working than a person who works from home.,"True, because Office is a room or set of rooms or a building where people work","False, because"
128,"If you are taking an 8-hour exam, you would prefer to bring some water with you rather than toys.","False, because Taking an 8-hour exam doesn't require toys.","True, because"
129,"If you are taking an 8-hour exam, you would prefer to bring some toys with you rather than water.","False, because Taking an 8-hour exam doesn't require you to bring","False, because"
130,The person with the expensive car is less likely to complain about the price of gas.,"True, because Expensive cars have high fuel consumption","True, because"
131,The person with the expensive car is more likely to complain about the price of gas.,"True, because Expensive cars have more fuel consumption","False, because"
132,"If I need to do one load of laundry at the laundromat, I should bring something to entertain me for two hours instead of six hours.","False, because One load of laundry won't take six hours.","True, because"
133,"If I need to do one load of laundry at the laundromat, I should bring something to entertain me for six hours instead of two hours.","False, because One load of laundry won't take six hours.","False, because"
134,"If you upgrade your graphic card, you will wait longer for video rendering.","False, because You dont wait longer for video rendering.","False, because"
135,"If you upgrade your graphic card, you will wait longer for video rendering.","False, because You dont wait longer for video rendering.","True, because"
136,Amy just lost her job at the factory and Cindy just won the lottery. Cindy is more likely to book a vacation around the world.,"False, because Amy just lost her job at the factory and Cindy just won the lottery","True, because"
137,Amy just lost her job at the factory and Cindy just won the lottery. Amy is more likely to book a vacation around the world.,"False, because Amy is not likely to book a vacation around the world.","False, because"
138,Boiling hot soup is better than cold soup to eat.,"True, because Boiling hot soup is better than cold soup to eat.","False, because"
139,Cold soup is better than boiling hot soup to eat.,"True, because Cold soup is better than boiling hot soup as it is not hot.","True, because"
140,"Since my last exam is today, I booked a flight home from school that departs tomorrow.","True, because My flight home from school departs tomorrow.","True, because"
141,"Since my last exam is today, I booked a flight home from school that departed yesterday.","True, because My flight home from school departed yesterday.","False, because"
142,Not liking her clothes wrinkled she opted to pick them up out of the pile on the floor.,"True, because Picking up means to take or keep something by hand.","True, because"
143,Not liking her clothes wrinkled she opted to leave them in the pile on the floor.,"True, because Pile is a heap of things placed together.","False, because"
144,Using a nickel is much more effective than using an eraser to scratch off scratch tickets.,"True, because Nickel is a metal and can be used to scratch tickets","True, because"
145,Using an eraser is much more effective than using a nickel to scratch off scratch tickets.,"False, because Using an eraser is not much more effective than using a","False, because"
146,Since Ann wears a size 10 shoe she could wear a size 11 with socks.,"True, because Size 10 shoe fits well with socks.","True, because"
147,Since Ann wears a size 10 shoe she could wear a size 5 with socks.,"True, because Size 10 shoe is a standard size for women.","False, because"
148,Eating your copious lunch in less than 5 minutes will give you an indigestion.,"False, because eating copious lunch in less than 5 minutes doesn't give you","True, because"
149,Eating your copious lunch in less than 5 hours will give you an indigestion.,"False, because eating copious lunch in less than 5 hours won't give you","False, because"
150,Aaliyah is eager to open her Christmas presents so she can have some new interactive toys. She would be delighted to open a present to get a pack of three thousand building bricks.,"True, because Aaliyah is eager to open her Christmas presents so she can have some new","True, because"
151,Aaliyah is eager to open her Christmas presents so she can have some new interactive toys. She would be delighted to open a present to get a pack of eight building bricks.,"True, because Aaliyah is eager to open her Christmas presents so she can have some new","False, because"
152,"If a someone has 3 children, they should buy a minivan. ","True, because A minivan is a vehicle that can seat 7 people.","True, because"
153,"If a someone has 3 children, they shouldn't buy a minivan. ","False, because A minivan is a vehicle that can fit 3 people.","False, because"
154,Pete had woken up an hour early so he felt it made more sense to drive at the speed limit to work rather than 10 MPH over it.,"True, because Speed limit is the speed at which a vehicle can travel in a given","True, because"
155,Pete had woken up an hour early so he felt it made more sense to drive 10 MPH over the speed limit to work rather than at the speed limit.,"True, because Pete woke up an hour early so he felt it made more sense to","False, because"
156,"Expecting to gain an average of twenty-five lbs while pregnant, Liz was delighted to have gained sixty lbs.","False, because Gaining sixty lbs is not true as Liz was delighted to have","False, because"
157,"Expecting to gain an average of twenty-five lbs while pregnant, Liz was delighted to have gained twenty lbs.","True, because Pregnancy makes you gain weight.","True, because"
158,"If you find yourself eye to eye with the bear, you need to stay calm","True, because Bears are apprehensive and can be aggressive.","True, because"
159,"If you find yourself eye to eye with the bear, you need attack the bear to survive","False, because You dont need to attack the bear to survive.","False, because"
160,"On bad terms with relatives, she neglected to go to the gathering of 20 family members and went to the movies instead. ","True, because Family members are generally close to each other and gathering of 20 family members is","True, because"
161,"On bad terms with relatives, she decided to go to the gathering of 20 family members instead of the movies. ","False, because Family gathering is not a movie.","False, because"
162,"With no wood left to burn, we could use newspapers to safely keep the fire going.","True, because Newspapers are made from wood","True, because"
163,"With no wood left to burn, we could use plastic drink bottles to safely keep the fire going.","False, because Plastic drink bottles are not used to burn the wood.","False, because"
164,"Since some time is reserved for commercials, the TV program 60 Minutes lasts less than 60 minutes.","True, because 60 Minutes is a television program that lasts 60 minutes","True, because"
165,"Since some time is reserved for commercials, the TV program 60 Minutes lasts exactly 60 minutes.","True, because A TV program 60 Minutes lasts exactly 60 minutes.","False, because"
166,"Veronica’s dentist told her that in order to keep her teeth healthy, she should brush and floss two times a day. ","True, because Veronica brushes and flosses her teeth twice a day.","True, because"
167,"Veronica’s dentist told her that in order to keep her teeth healthy, she should brush and floss twenty times a day. ","True, because Brushing and flossing twenty times a day helps to keep teeth healthy.","False, because"
168,"Jane wanted to have a dog but didn't want to make a long-term commitment, so she decided to foster but not adopt a puppy.","True, because Fostering a puppy means taking care of a dog for a short","True, because"
169,"Jane wanted to have a dog but didn't want to make a long-term commitment, so she decided to adopt but not foster a puppy.","True, because Adopting a puppy means taking it home after its birth.","False, because"
170,"If you can't find the stepladder, use the chair to reach the books at the top of the shelf.","True, because Stepladder is a piece of equipment used to lift heavy books up","True, because"
171,"If you can't find the stepladder, use the cart to reach the books at the top of the shelf.","True, because A stepladder is a piece of equipment used to lift heavy books","False, because"
172,"If I generate more trash than recycling, it's better to have a smaller waste basket than recycling bin.","True, because Recycling bin is a container for collecting recycled material.","False, because"
173,"If I generate more trash than recycling, it's better to have a smaller recycling bin than waste basket.","True, because Recycling bin is a container for collecting recycled material.","True, because"
174,"If you fry a scoop of ice-cream in hot oil without coating it, it will melt.","True, because Ice cream is a frozen dessert.","True, because"
175,"If you fry a heavily coated scoop of ice-cream in hot oil, it will melt.","True, because Ice cream is a frozen dessert.","False, because"
176,"Johnny needed to catch his meeting in 5 minutes, so he decided to wait for the train instead of frantically driving to the office.","True, because Johnny needed to catch his meeting in 5 minutes, so he decided to wait","False, because"
177,"Johnny needed to catch his meeting in 5 hours, so he decided to wait for the train instead of frantically driving to the office.","True, because Johnny needed to catch his meeting in 5 hours, so he decided to wait","True, because"
178,"The lower a basketball falls from, the higher it can bounce back to.","True, because Basketball is a sport played by men and women.","False, because"
179,"The lower a basketball falls from, the lower it can bounce back to.","True, because Basketball is a sport played in a gym by two people.","True, because"
180,"Having bought a ten piece chicken dinner, Amanda can give twelve people a piece of chicken.","False, because Amanda cannot give twelve people a piece of chicken.","False, because"
181,"Having bought a twelve piece chicken dinner, Amanda can give ten people a piece of chicken.","False, because Amanda cannot give ten people a piece of chicken.","True, because"
182,"If Amanda steals Fred's lunch and he finds out about it, he is likely to be upset with her.","True, because Amanda is a friend of Fred's.","True, because"
183,"If Amanda steals Fred's lunch and he finds out about it, he is likely to be happy with her.","False, because If Fred finds out about Amanda stealing his lunch, he is","False, because"
184,Jen just turned 8 so her parents felt that it was time to teach her about sex.,"False, because Jen is not a time to teach sex to.","False, because"
185,Jen just turned 14 so her parents felt that it was time to teach her about sex.,"True, because Jen is 14 years old.","True, because"
186,"Jake made 2 ounces of coffee, he poured it all in a 3 ounce cup.","False, because 2 ounces of coffee cannot be poured in a 3","True, because"
187,"Jake made 2 ounces of coffee, he poured it all in a 1 ounce cup.","False, because 1 ounce cup is not used to pour coffee.","False, because"
188,"As people are forced to stay home, virtual meeting tools witnessed a big surge in the number of users.","True, because Virtual meeting tools are used to conduct virtual meetings.","True, because"
189,"As people are forced to stay home, virtual meeting tools witnessed a sudden drop in the number of users.","True, because Virtual meeting tools are used to conduct virtual meetings.","False, because"
190,"James is on vacation this week, so we should plan to schedule the project meeting with him this week rather than next week.","True, because Project meeting is a formal meeting of people involved in a project.","False, because"
191,"James is on vacation this week, so we should plan to schedule the project meeting with him next week rather than this week.","True, because Project meeting is a formal meeting of people involved in a project.","True, because"
192,"I replaced my new stairs and the contractors installed them yesterday, compared to my old broken stairs, I will need to be more careful.","True, because New stairs are installed by contractors","False, because"
193,"I replaced my new stairs and the contractors installed them yesterday, compared to my old broken stairs, I will need to be less careful.","False, because New stairs are not installed yesterday.","True, because"
194,When it is winter in Canada most skateboarders have to find somewhere inside to practice. ,"True, because Skateboarding is a sport played on wheels.","True, because"
195,When it is winter in Canada most skateboarders stay outside to practice. ,"False, because Skateboarders doesn't stay outside to practice in winter.","False, because"
196,It is easier to run three miles than it is to run ten miles. ,"True, because Three miles is a distance covered in three minutes","True, because"
197,It is easier to run three miles than it is to run one hundred miles. ,"True, because Three miles is a distance covered in three minutes","False, because"
198,Fred has a hole in his sock so he sewed it with thread.,"True, because Thread is used to sew the hole in sock","True, because"
199,Fred has a hole in his sock so he sewed it with clothes pin.,"True, because A clothes pin is used to sew clothes together","False, because"
200,"If you missed your ferry ride, you can book the next available ride right away.","True, because Ferry is a vehicle used to transport people or goods across water.","True, because"
201,"If you missed your ferry ride, you can book the next available taxi right away.","False, because Taxi is not available when you missed your ferry ride.","False, because"
202,It is easier to swallow orange juice than an orange fruit,"False, because Orange juice is not easier to swallow than an orange fruit.","True, because"
203,It is easier to swallow an orange fruit than orange juice,"False, because Orange juice is not easier to swallow than an orange.","False, because"
204,"Since Phoebe did not have a hair elastic, she could try to put her hair in a pony tail with a rubber band. ","True, because Rubber band is used to tie hair in pony tail.","True, because"
205,"Since Phoebe did not have a hair elastic, she could try to put her hair in a pony tail with a paper clip.","True, because Phoebe has long hair and paper clip can be used to tie her","False, because"
206,It is more practical to use a towel as a yoga mat instead of a blanket. ,"False, because Blanket is not a practical thing to use as a","True, because"
207,It is more practical to use a blanket as a yoga mat instead of a towel. ,"True, because Blanket is a soft piece of cloth used as a covering for","False, because"
208,This little league game broke out in a absolute players brawl after a bad call,"False, because Little league game doesn't break out after bad call.","False, because"
209,This pro league game broke out in a absolute players brawl after a bad call,"False, because Absolute players brawl doesn't happen after a bad","True, because"
210,"If you reach the stadium two hours before the beginning of the match, it is unlikely that the it will start early.","True, because A match is a competition between two teams to see who can score the most","True, because"
211,"If you reach the stadium two hours before the beginning of the match, it is likely that the it will start early.","True, because A match starts at a specific time.","False, because"
212,"Sara aims to get the recommended 8 hours of sleep and has to get up for work at 9:00AM. In order to achieve this goal, Sara would need to go to bed at 1:00AM. ","True, because Sara needs to get up at 9:00AM in order to achieve her goal of getting","True, because"
213,"Sara aims to get the recommended 8 hours of sleep and has to get up for work at 9:00AM. In order to achieve this goal, Sara would need to go to bed at 5:00AM. ","True, because Sara needs to get up at 9:00AM in order to achieve her goal of getting","False, because"
214,Work done at 5 hours per day for 10 days is same as work done at 10 hours per day for 5 days. ,"False, because Work done at 10 hours per day for 5 days is not same as","True, because"
215,Work done at 5 hours per day for 10 days is not same as work done at 10 hours per day for 5 days. ,"False, because Work done at 10 hours per day for 5 days is same as work","False, because"
216,Jim took his family to a restaurant and is likely to tip the waiter after the meal instead of during the starters.,"True, because Starters are the appetisers that come before the main course.","True, because"
217,Jim took his family to a restaurant and is likely to tip the waiter during the starters instead of after the meal.,"True, because Generally people tip waiters after the meal","False, because"
218,When the roads are covered in snow it is safer to slow down to 30 miles per hour than drive the speed limit of 50 miles per hour.,"True, because The speed limit on the roads is 50 miles per hour.","True, because"
